Date	Pinterest
2021.09.30	0.42272727272727273
2021.09.29	0.375
2021.09.28	0.4069767441860465
2021.09.27	0.5192307692307693
2021.09.26	0.3522727272727273
2021.09.25	0.49390243902439024
2021.09.24	0.25
2021.09.23	0.5159574468085106
2021.09.22	0.34375
2021.09.21	0.7166666666666667
2021.09.20	0.56345
2021.09.19	0.296875
2021.09.18	0.34705882352941175
2021.09.17	0.6022727272727273
2021.09.16	0.5357142857142857
2021.09.15	0.5
2021.09.14	0.5714285714285714
2021.09.13	0.3409090909090909
2021.09.12	0.5214285714285715
2021.09.11	0.49074074074074076
2021.09.10	0.5441176470588235
2021.09.09	0.49193548387096775
2021.09.08	0.20192307692307693
2021.09.07	0.605191256830601
2021.09.06	0.48863636363636365
2021.09.05	0.5
2021.09.04	0.39705882352941174
2021.09.03	0.43548387096774194
2021.09.02	0.46381578947368424
2021.09.01	0.45
2021.08.31	0.54890
2021.08.30	0.5895522388059702
2021.08.29	0.41901408450704225
2021.08.28	0.4653846153846154
2021.08.27	0.44883040935672514
2021.08.26	0.5059523809523809
2021.08.25	0.4775
2021.08.24	0.4568273092369478
2021.08.23	0.5064655172413793
2021.08.22	0.5916666666666667
2021.08.21	0.2916666666666667
2021.08.20	0.45794392523364486
2021.08.19	0.6148648648648649
2021.08.18	0.3356164383561644
2021.08.17	0.5736940298507462
2021.08.16	0.4625
2021.08.15	0.46153846153846156
2021.08.14	0.7
2021.08.13	0.5272727272727272
2021.08.12	0.4495192307692308
2021.08.11	0.532608695652174
2021.08.10	0.5284090909090909
2021.08.09	0.575
2021.08.08	0.5476190476190477
2021.08.07	0.4618055555555556
2021.08.06	0.5112359550561798
2021.08.05	0.4726277372262774
2021.08.04	0.48
2021.08.03	0.434375
2021.08.02	0.49691358024691357
2021.08.01	0.5476190476190477
2021.07.31	0.4567307692307692
2021.07.30	0.6554054054054054
2021.07.29	0.5526315789473685
2021.07.28	0.4969512195121951
2021.07.27	0.5289473684210526
2021.07.26	0.5235849056603774
2021.07.25	0.46875
2021.07.24	0.45
2021.07.23	0.4636752136752137
2021.07.22	0.46649484536082475
2021.07.21	0.5036231884057971
2021.07.20	0.5459677419354839
2021.07.19	0.5591836734693878
2021.07.18	0.4772727272727273
2021.07.17	0.4879310344827586
2021.07.16	0.5561968408262454
2021.07.15	0.5678353658536586
2021.07.14	0.46944444444444444
2021.07.13	0.4857142857142857
2021.07.12	0.525
2021.07.11	0.5161290322580645
2021.07.10	0.4724770642201835
2021.07.09	0.41492146596858637
2021.07.08	0.42213114754098363
2021.07.07	0.3253968253968254
2021.07.06	0.44642857142857145
2021.07.05	0.42543859649122806
2021.07.04	0.5222222222222223
2021.07.03	0.5119047619047619
2021.07.02	0.5131578947368421
2021.07.01	0.5453929539295393
2021.06.30	0.36666666666666664
2021.06.29	0.521551724137931
2021.06.28	0.3787878787878788
2021.06.27	0.32386363636363635
2021.06.26	0.4956140350877193
2021.06.25	0.44
2021.06.24	0.4903100775193798
2021.06.23	0.5616883116883117
2021.06.22	0.4270833333333333
2021.06.21	0.4758522727272727
2021.06.20	0.48484848484848486
2021.06.19	0.625
2021.06.18	0.5833333333333334
2021.06.17	0.42905405405405406
2021.06.16	0.5166666666666667
2021.06.15	0.4576923076923077
2021.06.14	0.5138888888888888
2021.06.13	0.5833333333333334
2021.06.12	0.4852941176470588
2021.06.11	0.505
2021.06.10	0.4895833333333333
2021.06.09	0.4778481012658228
2021.06.08	0.5286885245901639
2021.06.07	0.41379310344827586
2021.06.06	0.4189655172413793
2021.06.05	0.49230769230769234
2021.06.04	0.5400763358778626
2021.06.03	0.4953183520599251
2021.06.02	0.4925847457627119
2021.06.01	0.4945414847161572
2021.05.31	0.46364985163204747
2021.05.30	0.5558035714285714
2021.05.29	0.44907407407407407
2021.05.28	0.4951219512195122
2021.05.27	0.4227405247813411
2021.05.26	0.49933510638297873
2021.05.25	0.47862957937584805
2021.05.24	0.44467382328654004
2021.05.23	0.4561926605504587
2021.05.22	0.527389903329753
2021.05.21	0.4005305039787798
2021.05.20	0.4119897959183674
2021.05.19	0.486159169550173
2021.05.18	0.4498898678414097
2021.05.17	0.47792937399678975
2021.05.16	0.5304276315789473
2021.05.15	0.5226109215017065
2021.05.14	0.498134328358209
2021.05.13	0.4642857142857143
2021.05.12	0.43639240506329113
2021.05.11	0.3678571428571429
2021.05.10	0.3374233128834356
2021.05.09	0.35106382978723405
2021.05.08	0.5093167701863354
2021.05.07	0.56640625
2021.05.06	0.5589005235602095
2021.05.05	0.3671875
2021.05.04	0.5732984293193717
2021.05.03	0.40401785714285715
2021.05.02	0.65
2021.05.01	0.5962732919254659
2021.04.30	0.5952380952380952
2021.04.29	0.5304054054054054
2021.04.28	0.4166666666666667
2021.04.27	0.4838709677419355
2021.04.26	0.47265625
2021.04.25	0.4375
2021.04.24	0.46226415094339623
2021.04.23	0.4451219512195122
2021.04.22	0.430622009569378
2021.04.21	0.5757575757575758
2021.04.20	0.5444444444444444
2021.04.19	0.5349344978165939
2021.04.18	0.4264705882352941
2021.04.17	0.36764705882352944
2021.04.16	0.573051948051948
2021.04.15	0.5275735294117647
2021.04.14	0.46348314606741575
2021.04.13	0.4647058823529412
2021.04.12	0.5815217391304348
2021.04.11	0.5
2021.04.10	0.4107142857142857
2021.04.09	0.5714285714285714
2021.04.08	0.53125
2021.04.07	0.5664556962025317
2021.04.06	0.5483870967741935
2021.04.05	0.651685393258427
2021.04.04	0.652542372881356
2021.04.03	0.5689655172413793
2021.04.02	0.5
2021.04.01	0.47767857142857145
